Unnamed: 0,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
384,0.51,0.28,2.1,0.087,54.0,0.998,3.42,0.74,9.2,0
385,0.63,0.07,2.4,0.09,37.0,0.9979,3.43,0.76,9.7,1
386,0.54,0.26,2.0,0.088,48.0,0.9981,3.41,0.74,9.2,1
387,0.66,0.15,1.9,0.079,42.0,0.9972,3.31,0.54,9.6,1
388,0.46,0.26,1.9,0.088,53.0,0.9981,3.43,0.74,9.2,1
389,0.38,0.31,2.5,0.096,49.0,0.9982,3.19,0.7,10.0,1
390,0.85,0.05,1.4,0.045,88.0,0.9924,3.56,0.82,12.9,1
392,0.37,0.52,2.0,0.0819999999999999,26.0,0.998,3.18,0.51,9.5,0
393,0.665,0.61,2.0,0.1119999999999999,95.0,0.997,3.16,0.54,9.1,0
394,0.6,0.65,2.3,0.063,25.0,0.9997,3.03,0.57,9.9,0
395,0.37,0.76,4.2,0.066,38.0,1.0004,3.22,0.6,13.0,1
396,0.735,0.02,7.9,0.122,124.0,0.9994,3.47,0.53,9.9,0
397,0.59,0.59,2.6,0.087,49.0,0.9988,3.18,0.65,11.0,1
399,0.765,0.22,2.3,0.064,42.0,0.9963,3.1,0.55,9.4,0
401,0.26,0.3,1.7,0.059,38.0,0.9949,3.29,0.47,10.8,1
402,0.48,0.54,2.6,0.085,64.0,1.0,3.1,0.61,10.5,1
403,0.6,0.49,2.7,0.085,41.0,0.9994,3.15,0.63,10.5,1
404,0.69,0.05,2.7,0.075,27.0,0.9974,3.26,0.61,9.1,0
405,0.31,0.46,1.4,0.059,25.0,0.9966,3.36,0.76,10.1,1
406,0.44,0.47,2.5,0.063,28.0,0.9981,3.24,0.65,10.8,1
407,0.39,0.66,3.0,0.093,30.0,0.9996,3.18,0.63,10.8,1
408,0.34,0.58,3.7,0.174,16.0,0.997,3.19,0.7,11.3,1
409,0.46,0.49,4.5,0.07,49.0,0.9981,3.05,0.57,9.6,0
410,0.43,0.34,2.5,0.08,86.0,0.9987,3.38,0.62,9.5,1
411,0.45,0.35,2.4,0.08,78.0,0.9987,3.38,0.62,9.5,0
412,0.735,0.16,1.9,0.1,77.0,0.9966,3.27,0.64,9.3,0
413,0.4,0.53,6.7,0.0969999999999999,19.0,0.9986,3.27,0.82,11.7,1
414,0.52,0.34,2.7,0.087,122.0,0.9982,3.26,0.61,9.5,0
415,0.725,0.24,6.6,0.1169999999999999,134.0,1.0014,3.32,1.07,9.3,0
416,0.48,0.64,2.2,0.111,20.0,0.997,3.26,0.66,11.7,1
417,0.58,0.12,1.9,0.091,124.0,0.9956,3.44,0.48,10.5,0
418,0.38,0.51,2.0,0.121,20.0,0.9996,3.24,0.76,10.4,1
419,0.77,0.0,1.8,0.066,52.0,0.9976,3.62,0.68,9.9,0
420,0.56,0.33,2.4,0.089,67.0,0.9972,3.28,0.73,11.8,1
421,0.84,0.03,2.3,0.059,48.0,0.9952,3.52,0.56,12.3,1
422,0.96,0.2,2.0,0.047,60.0,0.9955,3.36,0.44,10.9,0
423,0.24,0.47,2.1,0.066,24.0,0.9978,3.15,0.9,11.0,1
426,0.67,0.08,2.1,0.045,48.0,0.9949,3.49,0.49,11.4,1
427,0.78,0.22,1.9,0.077,32.0,0.9988,3.26,0.56,10.6,1
428,0.52,0.33,1.3,0.07,30.0,0.9978,3.24,0.6,9.3,0
429,0.84,0.63,2.4,0.088,35.0,0.9997,3.1,0.6,10.4,1
431,0.55,0.35,2.2,0.074,66.0,0.9974,3.25,0.56,9.2,0
432,0.37,0.69,2.3,0.078,24.0,0.9958,3.0,0.65,12.8,1
433,0.39,0.63,2.3,0.091,18.0,1.0004,3.16,0.49,9.5,0
434,0.41,0.55,3.2,0.076,54.0,0.9996,3.15,0.89,9.9,1
436,0.67,0.3,2.0,0.06,62.0,0.9958,3.26,0.56,10.2,1
437,0.45,0.73,3.2,0.066,22.0,0.9986,3.17,0.66,11.2,1
439,0.62,0.18,1.5,0.062,50.0,0.9951,3.08,0.6,9.3,0
440,0.31,0.72,2.2,0.072,29.0,0.9987,2.88,0.82,9.8,1
441,0.4,0.65,2.15,0.068,27.0,0.9988,3.06,0.68,11.3,1
442,0.685,0.76,3.7,0.1,43.0,1.0032,2.95,0.68,11.2,1
443,0.44,0.49,2.7,0.077,19.0,0.9963,3.23,0.63,11.6,1
444,0.57,0.01,1.7,0.054,27.0,0.9934,3.57,0.84,12.5,1
445,0.735,0.1,2.1,0.079,31.0,0.9986,3.23,0.56,10.1,1
446,0.38,0.6,2.6,0.081,72.0,0.9996,3.1,0.73,10.5,0
447,0.48,0.29,2.1,0.127,16.0,0.9968,3.22,0.72,11.2,0
448,0.53,0.22,2.0,0.1,27.0,0.9967,3.2,0.56,10.2,1
449,0.39,0.69,2.8,0.095,35.0,0.9994,3.1,0.61,10.8,1
451,0.37,0.53,1.8,0.413,26.0,0.9979,3.06,1.06,9.1,1
452,0.56,0.03,1.7,0.084,35.0,0.9968,3.44,0.63,10.0,1
453,0.33,0.63,2.8,0.084,22.0,0.9998,3.26,0.74,11.2,1
454,0.23,0.4,1.6,0.063,67.0,0.9952,3.5,0.63,11.1,0
455,0.62,0.67,5.2,0.086,19.0,0.9988,3.22,0.69,13.4,1
456,0.59,0.39,2.3,0.095,22.0,0.9986,3.37,0.58,10.3,0
457,0.63,0.21,2.7,0.0969999999999999,65.0,0.9988,3.28,0.58,9.6,0
459,0.58,0.66,2.2,0.074,47.0,1.0008,3.25,0.57,9.0,0
460,0.43,0.52,2.3,0.083,23.0,0.9976,3.35,0.61,11.3,1
461,0.615,0.22,2.6,0.087,19.0,0.9982,3.26,0.61,9.3,0
462,0.26,0.68,2.55,0.085,25.0,0.997,3.18,0.61,11.8,0
463,0.66,0.7,2.2,0.098,129.0,0.9972,3.08,0.53,9.0,0
464,0.315,0.54,2.1,0.084,15.0,0.9987,2.98,0.7,9.2,1
465,0.29,0.4,2.9,0.098,26.0,1.0006,3.48,0.91,9.7,0
466,0.5,0.42,2.0,0.069,51.0,0.9982,3.16,0.72,11.5,1
467,0.46,0.45,2.6,0.065,18.0,0.9947,3.32,0.79,14.0,1
468,0.36,0.69,2.1,0.09,21.0,1.0,3.17,0.62,9.2,1
469,0.82,0.02,1.2,0.07,48.0,0.9952,3.2,0.58,9.8,0
470,0.32,0.65,2.6,0.093,47.0,0.9996,3.05,0.61,10.6,0
471,0.54,0.42,2.4,0.081,52.0,0.997,3.2,0.71,11.4,1
472,0.37,0.55,2.6,0.083,68.0,0.9995,3.15,0.82,10.4,1
473,0.35,0.55,2.1,0.062,14.0,0.9971,3.26,0.79,10.6,0
474,0.28,0.51,1.7,0.08,24.0,0.9982,3.2,0.89,9.4,1
475,0.68,0.24,2.2,0.087,28.0,0.9988,3.14,0.6,10.2,0
476,0.27,0.41,2.0,0.091,16.0,0.998,3.28,0.7,9.7,0
477,0.24,0.49,1.8,0.075,20.0,0.9977,3.18,1.06,11.0,1
479,0.685,0.11,2.7,0.077,31.0,0.9984,3.19,0.7,10.1,1
480,0.28,0.39,15.5,0.069,23.0,1.0026,3.12,0.66,9.2,0
481,0.3,0.56,2.8,0.08,17.0,0.9964,3.15,0.92,11.7,1
482,0.36,0.59,2.2,0.152,18.0,0.9986,3.04,1.05,9.4,0
483,0.36,0.6,2.2,0.152,18.0,0.9986,3.04,1.06,9.4,0
484,0.44,0.68,4.1,0.114,24.0,0.997,3.06,0.66,13.4,1
485,0.67,0.39,1.9,0.054,17.0,0.9976,3.17,0.47,10.0,0
487,0.645,0.36,1.8,0.053,14.0,0.9982,3.17,0.42,10.0,1
488,0.32,0.55,2.8,0.081,67.0,1.0002,3.32,0.92,10.8,1
489,0.39,0.4,2.6,0.073,26.0,0.9984,3.34,0.75,10.2,1
490,0.775,0.27,2.8,0.078,56.0,0.9984,3.31,0.67,10.6,1
491,0.41,0.5,2.5,0.055,25.0,0.9952,3.34,0.79,13.3,1
492,0.4,0.51,2.6,0.052,27.0,0.995,3.32,0.9,13.4,1
493,0.69,0.31,3.0,0.086,81.0,1.0002,3.48,0.74,11.6,1
494,0.39,0.23,8.3,0.051,91.0,0.9952,3.44,0.55,12.1,1
495,0.35,0.53,2.6,0.07,16.0,0.9972,3.15,0.65,11.0,1
496,0.52,0.25,1.9,0.081,38.0,0.9984,3.43,0.65,9.0,1
497,0.34,0.32,2.5,0.09,113.0,0.9966,3.32,0.79,11.1,0
501,0.44,0.73,6.55,0.074,76.0,0.999,3.17,0.85,12.0,1
503,0.26,0.47,1.9,0.078,24.0,0.9976,3.18,1.04,10.9,1
504,0.24,0.42,1.8,0.077,22.0,0.9976,3.21,1.05,10.8,1
505,0.49,0.63,2.9,0.072,26.0,0.9968,3.16,0.78,12.5,1
506,0.24,0.46,1.8,0.075,21.0,0.9976,3.25,1.02,10.8,1
507,0.67,0.55,2.3,0.084,13.0,1.0,3.17,0.71,9.5,1
508,0.59,0.31,2.2,0.09,62.0,0.9994,3.18,0.63,10.2,1
509,0.29,0.75,2.8,0.084,43.0,0.9986,3.04,0.68,11.4,1
510,0.42,0.49,4.6,0.073,43.0,0.9978,3.02,0.61,9.5,0
512,0.4,0.48,2.1,0.125,49.0,0.998,3.03,0.81,9.7,1
513,0.51,0.64,2.4,0.107,15.0,0.9973,3.09,0.66,11.8,1
515,0.655,0.49,6.1,0.122,151.0,1.001,3.31,1.14,9.3,0
516,0.6,0.49,4.3,0.1,14.0,1.001,3.25,0.74,11.9,1
517,0.61,0.49,2.1,0.2,16.0,0.9994,3.16,0.63,8.4,0
518,0.21,0.49,2.8,0.088,32.0,0.9972,3.22,0.68,11.7,1
519,0.365,0.49,2.5,0.088,106.0,0.9966,3.36,0.78,11.0,0
520,0.25,0.49,2.7,0.088,33.0,0.9982,3.42,0.9,10.0,1
521,0.41,0.49,2.0,0.088,43.0,0.998,3.48,0.64,9.1,0
522,0.39,0.49,2.3,0.099,133.0,0.9979,3.38,0.99,9.8,0
523,0.4,0.49,2.5,0.085,142.0,0.9978,3.22,0.55,9.4,0
524,0.43,0.49,2.4,0.086,116.0,0.9976,3.23,0.64,9.5,0
525,0.64,0.24,2.8,0.105,53.0,0.9998,3.24,0.67,9.9,0
527,0.38,0.49,2.5,0.0969999999999999,85.0,0.9962,3.39,0.77,11.4,1
528,0.42,0.49,2.6,0.084,55.0,0.9988,3.34,0.75,8.7,1
529,0.63,0.24,2.4,0.077,33.0,0.9974,3.09,0.57,9.4,0
530,0.22,0.24,2.1,0.078,28.0,0.999,3.41,0.87,10.3,1
531,0.38,0.49,2.7,0.098,42.0,1.0004,3.16,0.61,10.3,0
533,0.27,0.24,2.1,0.072,33.0,0.9956,3.22,0.66,12.8,1
534,0.48,0.24,2.7,0.102,32.0,1.0,3.28,0.56,10.0,1
537,0.825,0.24,2.1,0.084,13.0,0.9972,3.37,0.77,10.7,1
538,0.35,0.49,5.8,0.066,35.0,1.0014,3.2,0.66,12.0,1
539,0.5,0.74,5.15,0.1,17.0,0.9996,3.22,0.62,11.2,0
540,0.59,0.24,3.3,0.1009999999999999,47.0,0.9988,3.26,0.67,9.6,0
541,0.46,0.49,6.3,0.064,17.0,0.9988,3.21,0.73,11.0,1
542,0.715,0.24,2.1,0.07,20.0,0.9966,3.12,0.59,9.9,0
543,0.66,0.24,2.5,0.085,53.0,0.9993,3.06,0.72,11.0,1
544,0.31,0.74,1.8,0.075,15.0,1.0008,2.86,0.79,8.4,1
545,0.47,0.49,2.6,0.094,106.0,0.9982,3.08,0.59,9.1,0
546,0.55,0.24,2.0,0.078,28.0,0.9983,3.45,0.78,9.5,1
547,0.31,0.49,2.5,0.067,21.0,0.9987,3.26,0.86,10.7,1
548,0.35,0.49,2.6,0.079,69.0,0.9994,3.12,0.75,10.4,1
549,0.53,0.49,1.9,0.171,25.0,0.9975,3.27,0.61,9.4,1
550,0.51,0.01,2.1,0.074,25.0,0.9958,3.33,0.56,9.5,1
551,0.43,0.24,2.8,0.092,45.0,0.998,3.19,0.73,10.0,1
552,0.46,0.24,2.7,0.092,44.0,0.998,3.12,0.74,10.0,1
553,1.04,0.24,1.6,0.05,96.0,0.9934,3.74,0.62,11.5,0
554,0.645,0.49,4.2,0.095,23.0,1.00315,2.92,0.74,11.1,0
556,0.53,0.49,4.6,0.118,17.0,1.0002,3.07,0.56,11.7,1
557,0.645,0.49,4.2,0.095,23.0,1.00315,2.92,0.74,11.1,0
559,0.47,0.49,4.3,0.085,47.0,1.0021,3.3,0.68,12.7,1
560,0.6,0.49,2.8,0.075,19.0,0.9994,3.14,0.57,11.4,0
561,0.44,0.49,2.4,0.078,121.0,0.9978,3.23,0.58,9.2,0
562,0.54,0.49,2.9,0.094,110.0,0.9982,3.08,0.61,9.2,0
563,0.29,0.49,2.7,0.092,60.0,0.9971,3.31,0.61,10.1,1
566,0.7,0.24,2.5,0.226,15.0,0.9991,3.32,0.6,9.0,1
568,0.5,0.49,2.6,0.25,20.0,0.999,3.31,0.79,10.7,1
569,0.36,0.24,2.2,0.095,42.0,0.9946,3.57,0.57,11.7,1
570,0.35,0.49,3.3,0.07,37.0,1.0003,3.32,0.91,11.0,1
572,0.24,0.49,2.4,0.075,28.0,0.9978,3.14,0.61,10.4,0
573,0.59,0.49,2.1,0.07,47.0,0.9991,3.3,0.56,9.6,0
574,0.34,0.49,3.2,0.078,78.0,0.9992,3.19,0.7,10.0,1
575,0.27,0.49,3.1,0.079,46.0,0.9993,3.2,0.8,10.2,1
576,0.5,0.24,2.3,0.103,14.0,0.9978,3.34,0.52,10.0,0
577,0.44,0.49,2.8,0.083,111.0,0.9982,3.3,0.6,9.5,0
578,0.47,0.49,2.9,0.085,110.0,0.9982,3.29,0.6,9.8,0
579,0.31,0.49,2.2,0.063,40.0,0.9976,3.14,0.51,9.8,1
580,0.5,0.49,2.2,0.089,14.0,1.0002,3.19,0.44,9.6,0
582,0.49,0.49,2.2,0.083,15.0,1.0,3.19,0.43,9.2,0
583,0.28,0.49,1.9,0.074,21.0,0.9976,2.98,0.66,9.9,1
584,0.33,0.49,3.4,0.093,80.0,1.0002,3.3,0.76,10.7,1
585,0.51,0.24,2.4,0.091,38.0,0.998,3.47,0.66,9.6,1
586,0.31,0.49,2.7,0.094,47.0,0.9986,3.12,1.02,10.6,1
587,0.73,0.24,1.9,0.108,102.0,0.9967,3.26,0.59,9.3,0
588,0.42,0.24,2.0,0.06,50.0,0.9917,3.72,0.74,14.0,1
589,0.29,0.49,2.6,0.059,13.0,0.9976,3.05,0.74,10.5,1
590,0.45,0.49,2.6,0.084,75.0,0.9987,3.35,0.57,9.7,0
591,0.39,0.49,1.7,0.07,149.0,0.9922,3.12,0.5,11.5,1
593,0.49,0.58,3.5,0.094,43.0,1.0004,3.29,0.58,9.0,0
594,0.72,0.17,2.6,0.096,38.0,0.9978,3.4,0.53,9.5,0
595,0.595,0.41,7.9,0.086,109.0,0.9998,3.27,0.57,9.3,0
596,0.4,0.51,2.0,0.059,24.0,0.9994,3.04,0.6,9.3,1
597,0.58,0.58,1.9,0.071,18.0,0.998,3.09,0.63,10.0,1
598,0.585,0.18,2.1,0.078,30.0,0.9967,3.2,0.48,9.8,1
599,0.59,0.45,2.3,0.0819999999999999,22.0,1.0,3.0,0.7,9.3,1
600,0.915,0.27,2.1,0.088,23.0,0.9962,3.26,0.47,10.0,0
601,0.46,0.52,2.2,0.071,35.0,1.0006,3.1,0.56,9.0,1
602,0.835,0.0,2.6,0.081,14.0,0.9975,3.3,0.52,9.3,0
604,0.58,0.13,2.9,0.096,63.0,0.9984,3.17,0.62,9.1,1
605,0.6,0.13,2.6,0.085,24.0,0.9984,3.31,0.59,9.2,1
606,0.41,0.48,4.6,0.072,20.0,0.9973,3.34,0.79,12.2,1
607,0.48,0.41,3.3,0.092,52.0,0.9982,3.31,0.53,10.5,1
608,0.65,0.37,5.1,0.11,65.0,1.0026,3.32,0.64,10.4,1
609,0.36,0.19,3.2,0.075,39.0,0.9956,3.56,0.52,12.7,1
610,0.24,0.54,2.5,0.083,57.0,0.9983,3.39,0.54,9.2,0
611,0.38,0.55,2.7,0.081,16.0,1.0006,2.98,0.54,9.4,0
612,0.64,0.0,2.4,0.077,29.0,0.9965,3.32,0.6,10.0,1
613,0.39,0.38,1.5,0.0579999999999999,29.0,0.9962,3.26,0.74,9.8,0
614,0.755,0.18,2.2,0.148,103.0,0.9969,2.87,1.36,10.2,1
615,0.6,0.5,2.3,0.079,71.0,0.9997,3.5,0.57,9.7,0
617,0.31,0.51,2.2,0.079,28.0,0.9982,3.03,0.93,9.8,1
618,0.46,0.5,2.7,0.122,17.0,1.0006,3.13,0.7,10.2,0
619,0.37,0.41,2.3,0.088,16.0,0.9988,3.09,0.8,9.3,0
620,0.54,0.24,3.4,0.076,112.0,0.9976,3.27,0.61,9.4,0
621,0.56,0.23,3.4,0.078,104.0,0.9976,3.28,0.62,9.4,0
622,0.58,0.22,1.9,0.08,32.0,0.9974,3.13,0.55,9.5,0
623,0.51,0.25,2.9,0.077,45.0,0.9974,3.49,0.96,12.1,1
624,0.69,0.0,5.6,0.124,58.0,0.9997,3.46,0.72,10.2,0
626,0.6,0.29,2.2,0.098,15.0,0.9988,3.36,0.49,9.1,0
628,0.54,0.26,2.5,0.0969999999999999,31.0,0.9976,3.27,0.6,9.3,1
629,0.685,0.23,2.3,0.111,84.0,0.9964,3.21,0.61,9.3,0
631,0.28,0.54,2.7,0.105,19.0,0.9988,3.25,0.63,9.5,0
632,0.41,0.14,3.0,0.087,43.0,0.9964,3.32,0.57,10.5,1
633,0.935,0.22,3.4,0.105,86.0,1.001,3.43,0.64,11.3,0
634,0.35,0.21,1.9,0.073,102.0,0.9964,3.27,0.58,9.5,0
635,0.84,0.0,1.4,0.065,33.0,0.9954,3.27,0.55,9.7,0
636,0.88,0.28,2.4,0.086,147.0,0.9979,3.24,0.53,9.4,0
637,0.885,0.27,2.3,0.084,145.0,0.9978,3.24,0.53,9.4,0
638,0.915,0.12,2.2,0.143,23.0,0.9964,3.35,0.65,10.2,1
639,0.29,0.35,1.9,0.067,57.0,0.997,3.18,1.36,10.3,1
640,0.54,0.45,2.3,0.071,40.0,0.9991,3.39,0.62,9.4,0
641,0.59,0.44,2.3,0.071,68.0,0.9992,3.46,0.63,9.5,0
645,0.64,0.1,6.0,0.115,11.0,0.9984,3.37,0.69,10.1,1
646,0.67,0.05,3.6,0.107,20.0,0.9972,3.4,0.63,10.1,0
647,0.845,0.01,2.2,0.07,14.0,0.9967,3.32,0.58,11.0,0
648,0.48,0.3,2.8,0.066,28.0,0.9964,3.33,0.67,11.2,1
649,0.42,0.27,8.6,0.068,148.0,0.9948,3.16,0.57,11.3,1
650,0.43,0.39,2.2,0.106,32.0,0.9986,2.89,0.5,9.6,0
651,0.88,0.25,2.5,0.104,155.0,1.001,3.41,0.67,11.2,0
652,0.36,0.65,7.5,0.096,71.0,0.9976,2.98,0.84,14.9,0
653,0.33,0.59,2.8,0.079,30.0,0.9976,3.12,0.54,12.0,1
654,0.47,0.47,2.4,0.074,29.0,0.9979,3.08,0.46,9.5,0
655,0.55,0.17,2.9,0.087,53.0,1.0004,3.14,0.61,9.4,0
657,0.5,0.59,1.4,0.073,42.0,0.998,2.92,0.68,10.5,1
658,0.52,0.07,1.4,0.074,20.0,0.9973,3.32,0.81,9.6,1
659,0.84,0.02,4.4,0.096,13.0,0.997,3.41,0.57,11.0,0
661,0.42,0.31,1.6,0.08,42.0,0.9978,3.31,0.64,9.0,0
662,0.57,0.06,1.6,0.076,27.0,0.9972,3.36,0.7,9.6,1
663,0.28,0.46,1.8,0.05,13.0,0.9974,3.04,0.79,10.2,1
664,0.4,0.52,2.0,0.092,54.0,1.0,3.03,0.66,10.2,0
665,0.59,0.14,2.0,0.084,48.0,0.9981,3.14,0.56,9.7,0
666,0.49,0.36,1.8,0.222,16.0,0.998,3.18,0.6,9.5,1
667,0.34,0.45,2.0,0.0819999999999999,15.0,0.9988,2.94,0.66,9.2,1
668,0.73,0.43,2.3,0.059,31.0,0.9966,3.15,0.57,11.0,0
670,0.4,0.24,2.5,0.083,45.0,0.9959,3.26,0.58,10.0,0
671,0.73,0.21,1.7,0.074,13.0,0.9968,3.2,0.52,9.5,0
672,1.24,0.34,2.0,0.079,151.0,0.998,3.15,0.53,9.5,0
674,0.4,0.41,2.2,0.084,17.0,0.9984,3.08,0.67,9.3,1
675,0.41,0.39,2.2,0.064,31.0,0.9984,3.26,0.65,10.2,0
677,0.8,0.11,2.3,0.084,31.0,0.9979,3.4,0.48,9.9,0
678,0.78,0.1,2.6,0.081,87.0,0.9983,3.48,0.53,10.0,0
679,0.26,0.45,3.3,0.06,49.0,0.9972,3.13,0.54,9.6,0
680,0.43,0.58,1.9,0.07,40.0,1.0004,3.06,0.49,9.0,0
681,0.45,0.23,2.2,0.094,29.0,0.9962,3.21,0.49,10.2,1
682,0.46,0.31,2.25,0.078,58.0,0.998,3.33,0.54,9.8,0
683,0.78,0.23,2.6,0.059,15.0,0.997,3.37,0.56,11.3,0
684,0.98,0.32,2.3,0.078,152.0,0.998,3.25,0.48,9.4,0
686,0.65,0.18,1.8,0.07,40.0,0.997,3.44,0.6,9.1,0
687,0.64,0.23,3.1,0.095,38.0,0.9998,3.28,0.59,9.7,0
688,0.66,0.04,1.6,0.039,9.0,0.9962,3.4,0.47,9.4,0
689,0.38,0.48,1.8,0.157,17.0,0.9976,3.3,1.05,9.4,0
690,1.185,0.0,4.25,0.0969999999999999,14.0,0.9966,3.63,0.54,10.7,0
691,0.92,0.24,2.6,0.087,93.0,0.9998,3.48,0.54,9.8,0
692,0.49,0.51,2.0,0.422,62.0,0.9979,3.03,1.17,9.0,0
693,0.48,0.32,2.8,0.084,122.0,0.9984,3.32,0.62,9.4,0
694,0.47,0.31,2.7,0.084,125.0,0.9984,3.31,0.61,9.4,0
695,0.47,0.02,1.3,0.034,44.0,0.9921,3.9,0.62,12.8,1
696,0.65,0.02,2.1,0.066,25.0,0.9972,3.47,0.67,9.5,1
698,0.615,0.28,3.2,0.087,72.0,1.0001,3.31,0.53,9.7,0
699,0.38,0.55,2.1,0.071,19.0,0.9986,3.11,0.62,10.8,1
700,1.02,0.43,2.9,0.076,88.0,0.9984,3.08,0.57,10.1,1
702,0.64,0.02,2.1,0.067,23.0,0.997,3.47,0.67,9.4,1
703,0.38,0.48,2.6,0.073,84.0,0.9972,3.32,0.7,9.6,0
704,0.765,0.04,1.6,0.078,14.0,0.998,3.29,0.54,9.7,0
705,1.035,0.15,6.0,0.073,54.0,0.999,3.37,0.49,9.9,0
706,0.78,0.08,2.0,0.093,19.0,0.9956,3.4,0.47,10.0,0
707,0.49,0.19,3.0,0.077,37.0,0.9966,3.37,0.51,10.5,0
708,0.545,0.12,2.5,0.068,35.0,0.996,3.34,0.61,11.6,1
709,0.31,0.47,1.6,0.062,33.0,0.9983,3.27,0.66,10.0,1
710,1.025,0.43,2.8,0.08,84.0,0.9985,3.06,0.57,10.1,0
711,0.565,0.34,3.0,0.093,112.0,0.9998,3.38,0.61,9.5,0
712,0.69,0.0,3.2,0.084,33.0,0.9992,3.36,0.45,9.4,0
713,0.43,0.36,2.3,0.075,48.0,0.9976,3.34,0.46,9.4,0
714,0.74,0.28,2.6,0.078,77.0,0.998,3.28,0.51,9.8,0
715,0.49,0.18,2.7,0.069,34.0,0.9967,3.29,0.48,9.2,1
717,0.46,0.11,2.6,0.079,49.0,0.9968,3.21,0.57,10.0,0
718,0.56,0.04,2.0,0.0819999999999999,22.0,0.9976,3.22,0.44,9.6,0
719,0.66,0.0,3.9,0.086,45.0,0.9976,3.46,0.54,9.5,0
721,0.48,0.24,2.85,0.094,106.0,0.9982,3.1,0.53,9.2,0
722,0.42,0.08,2.7,0.084,48.0,0.9968,3.21,0.59,10.0,0
723,0.31,0.3,2.2,0.053,127.0,0.9965,2.94,1.62,9.5,0
724,1.115,0.1,3.1,0.086,12.0,0.9958,3.54,0.6,11.2,0
725,0.66,0.17,3.0,0.077,13.0,0.9976,3.29,0.55,10.4,0
726,0.72,0.09,2.8,0.084,49.0,0.9994,3.43,0.72,11.1,1
727,0.57,0.02,1.8,0.067,11.0,0.997,3.46,0.68,9.5,0
729,0.865,0.03,3.2,0.071,58.0,0.995,3.61,0.49,12.7,1
730,0.55,0.66,2.3,0.387,37.0,0.9982,3.17,0.67,9.6,0
731,0.875,0.13,3.45,0.088,14.0,0.9994,3.44,0.52,11.5,0
732,0.835,0.03,2.1,0.092,19.0,0.9966,3.39,0.47,9.6,0
733,0.45,0.34,2.7,0.0819999999999999,72.0,0.998,3.55,0.6,9.5,0
734,0.56,0.2,2.0,0.075,39.0,0.9987,3.48,0.62,9.3,0
735,0.965,0.1,2.1,0.1119999999999999,22.0,0.9963,3.26,0.5,9.5,0
737,0.59,0.0,2.5,0.093,58.0,1.0002,3.5,0.65,9.3,1
738,0.46,0.23,2.8,0.092,104.0,0.9983,3.1,0.56,9.2,0
739,0.69,0.0,2.4,0.088,38.0,0.999,3.35,0.6,9.3,0
740,0.76,0.29,4.2,0.075,16.0,0.9965,3.45,0.68,11.5,1
741,0.53,0.24,2.6,0.078,139.0,0.99788,3.21,0.57,9.5,0
742,0.615,0.0,1.9,0.065,18.0,0.9972,3.46,0.65,9.2,0
743,0.41,0.58,2.8,0.096,101.0,1.00024,3.13,0.53,10.0,0
744,0.39,0.54,2.7,0.095,101.0,1.0001,3.13,0.51,9.5,0
745,0.51,0.18,2.1,0.07,28.0,0.99768,3.52,0.73,9.5,1
746,0.34,0.38,2.5,0.08,57.0,0.9978,3.3,0.47,9.0,1
747,0.33,0.4,2.6,0.083,68.0,0.99782,3.3,0.48,9.4,0
748,0.5,0.18,2.1,0.071,31.0,0.99761,3.52,0.72,9.6,1
750,0.65,0.1,2.9,0.089,40.0,0.99803,3.29,0.55,9.5,0
752,0.54,0.13,2.5,0.0969999999999999,66.0,0.99785,3.39,0.61,9.4,0
754,0.48,0.68,1.7,0.415,32.0,0.99656,3.09,1.06,9.1,1
755,0.91,0.07,1.9,0.0579999999999999,47.0,0.99525,3.51,0.43,10.7,1
756,0.98,0.01,2.0,0.057,33.0,0.99488,3.6,0.46,11.2,1
757,0.87,0.0,2.2,0.084,31.0,0.99656,3.25,0.5,9.8,0
759,0.42,0.21,2.5,0.092,88.0,0.99823,3.19,0.52,9.2,0
760,0.58,0.25,2.8,0.075,104.0,0.99779,3.23,0.57,9.7,0
761,0.655,0.26,2.0,0.096,35.0,0.99738,3.25,0.42,9.6,0
762,0.7,0.0,1.7,0.069,19.0,0.99701,3.31,0.53,10.0,1
764,0.68,0.11,2.8,0.093,44.0,0.99888,3.31,0.55,9.5,1
765,0.67,0.1,3.0,0.091,48.0,0.99888,3.31,0.54,9.5,1
766,0.59,0.18,2.9,0.089,74.0,0.99738,3.14,0.54,9.4,0
767,0.6,0.32,2.7,0.103,98.0,0.99938,3.45,0.62,9.5,0
768,0.59,0.02,2.3,0.0819999999999999,94.0,0.99744,3.55,0.53,9.7,1
769,0.72,0.01,1.9,0.076,32.0,0.99668,3.39,0.54,9.6,0
771,0.685,0.26,2.4,0.0819999999999999,143.0,0.9978,3.28,0.55,9.4,0
772,0.57,0.27,2.3,0.0819999999999999,144.0,0.99782,3.27,0.55,9.4,0
773,0.4,0.29,1.8,0.157,44.0,0.9973,3.3,0.92,9.5,1
774,0.4,0.3,1.8,0.157,45.0,0.99727,3.31,0.91,9.5,1
775,1.0,0.0,3.0,0.102,16.0,0.99586,3.43,0.46,10.0,0
776,0.765,0.18,2.4,0.243,48.0,0.99612,3.4,0.6,10.3,1
777,0.635,0.17,2.4,0.241,18.0,0.9961,3.4,0.59,10.3,1
