Unnamed: 0,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
518,0.21,0.49,2.8,0.088,32.0,0.9972,3.22,0.68,11.7,1
519,0.365,0.49,2.5,0.088,106.0,0.9966,3.36,0.78,11.0,0
520,0.25,0.49,2.7,0.088,33.0,0.9982,3.42,0.9,10.0,1
521,0.41,0.49,2.0,0.088,43.0,0.998,3.48,0.64,9.1,0
524,0.43,0.49,2.4,0.086,116.0,0.9976,3.23,0.64,9.5,0
525,0.64,0.24,2.8,0.105,53.0,0.9998,3.24,0.67,9.9,0
527,0.38,0.49,2.5,0.0969999999999999,85.0,0.9962,3.39,0.77,11.4,1
528,0.42,0.49,2.6,0.084,55.0,0.9988,3.34,0.75,8.7,1
529,0.63,0.24,2.4,0.077,33.0,0.9974,3.09,0.57,9.4,0
530,0.22,0.24,2.1,0.078,28.0,0.999,3.41,0.87,10.3,1
531,0.38,0.49,2.7,0.098,42.0,1.0004,3.16,0.61,10.3,0
533,0.27,0.24,2.1,0.072,33.0,0.9956,3.22,0.66,12.8,1
534,0.48,0.24,2.7,0.102,32.0,1.0,3.28,0.56,10.0,1
537,0.825,0.24,2.1,0.084,13.0,0.9972,3.37,0.77,10.7,1
540,0.59,0.24,3.3,0.1009999999999999,47.0,0.9988,3.26,0.67,9.6,0
542,0.715,0.24,2.1,0.07,20.0,0.9966,3.12,0.59,9.9,0
543,0.66,0.24,2.5,0.085,53.0,0.9993,3.06,0.72,11.0,1
545,0.47,0.49,2.6,0.094,106.0,0.9982,3.08,0.59,9.1,0
546,0.55,0.24,2.0,0.078,28.0,0.9983,3.45,0.78,9.5,1
547,0.31,0.49,2.5,0.067,21.0,0.9987,3.26,0.86,10.7,1
548,0.35,0.49,2.6,0.079,69.0,0.9994,3.12,0.75,10.4,1
550,0.51,0.01,2.1,0.074,25.0,0.9958,3.33,0.56,9.5,1
551,0.43,0.24,2.8,0.092,45.0,0.998,3.19,0.73,10.0,1
552,0.46,0.24,2.7,0.092,44.0,0.998,3.12,0.74,10.0,1
560,0.6,0.49,2.8,0.075,19.0,0.9994,3.14,0.57,11.4,0
561,0.44,0.49,2.4,0.078,121.0,0.9978,3.23,0.58,9.2,0
562,0.54,0.49,2.9,0.094,110.0,0.9982,3.08,0.61,9.2,0
563,0.29,0.49,2.7,0.092,60.0,0.9971,3.31,0.61,10.1,1
569,0.36,0.24,2.2,0.095,42.0,0.9946,3.57,0.57,11.7,1
570,0.35,0.49,3.3,0.07,37.0,1.0003,3.32,0.91,11.0,1
572,0.24,0.49,2.4,0.075,28.0,0.9978,3.14,0.61,10.4,0
573,0.59,0.49,2.1,0.07,47.0,0.9991,3.3,0.56,9.6,0
574,0.34,0.49,3.2,0.078,78.0,0.9992,3.19,0.7,10.0,1
575,0.27,0.49,3.1,0.079,46.0,0.9993,3.2,0.8,10.2,1
576,0.5,0.24,2.3,0.103,14.0,0.9978,3.34,0.52,10.0,0
577,0.44,0.49,2.8,0.083,111.0,0.9982,3.3,0.6,9.5,0
578,0.47,0.49,2.9,0.085,110.0,0.9982,3.29,0.6,9.8,0
579,0.31,0.49,2.2,0.063,40.0,0.9976,3.14,0.51,9.8,1
580,0.5,0.49,2.2,0.089,14.0,1.0002,3.19,0.44,9.6,0
582,0.49,0.49,2.2,0.083,15.0,1.0,3.19,0.43,9.2,0
583,0.28,0.49,1.9,0.074,21.0,0.9976,2.98,0.66,9.9,1
584,0.33,0.49,3.4,0.093,80.0,1.0002,3.3,0.76,10.7,1
585,0.51,0.24,2.4,0.091,38.0,0.998,3.47,0.66,9.6,1
587,0.73,0.24,1.9,0.108,102.0,0.9967,3.26,0.59,9.3,0
589,0.29,0.49,2.6,0.059,13.0,0.9976,3.05,0.74,10.5,1
590,0.45,0.49,2.6,0.084,75.0,0.9987,3.35,0.57,9.7,0
593,0.49,0.58,3.5,0.094,43.0,1.0004,3.29,0.58,9.0,0
594,0.72,0.17,2.6,0.096,38.0,0.9978,3.4,0.53,9.5,0
596,0.4,0.51,2.0,0.059,24.0,0.9994,3.04,0.6,9.3,1
597,0.58,0.58,1.9,0.071,18.0,0.998,3.09,0.63,10.0,1
598,0.585,0.18,2.1,0.078,30.0,0.9967,3.2,0.48,9.8,1
599,0.59,0.45,2.3,0.0819999999999999,22.0,1.0,3.0,0.7,9.3,1
600,0.915,0.27,2.1,0.088,23.0,0.9962,3.26,0.47,10.0,0
601,0.46,0.52,2.2,0.071,35.0,1.0006,3.1,0.56,9.0,1
602,0.835,0.0,2.6,0.081,14.0,0.9975,3.3,0.52,9.3,0
604,0.58,0.13,2.9,0.096,63.0,0.9984,3.17,0.62,9.1,1
605,0.6,0.13,2.6,0.085,24.0,0.9984,3.31,0.59,9.2,1
607,0.48,0.41,3.3,0.092,52.0,0.9982,3.31,0.53,10.5,1
609,0.36,0.19,3.2,0.075,39.0,0.9956,3.56,0.52,12.7,1
610,0.24,0.54,2.5,0.083,57.0,0.9983,3.39,0.54,9.2,0
611,0.38,0.55,2.7,0.081,16.0,1.0006,2.98,0.54,9.4,0
612,0.64,0.0,2.4,0.077,29.0,0.9965,3.32,0.6,10.0,1
613,0.39,0.38,1.5,0.0579999999999999,29.0,0.9962,3.26,0.74,9.8,0
615,0.6,0.5,2.3,0.079,71.0,0.9997,3.5,0.57,9.7,0
617,0.31,0.51,2.2,0.079,28.0,0.9982,3.03,0.93,9.8,1
618,0.46,0.5,2.7,0.122,17.0,1.0006,3.13,0.7,10.2,0
619,0.37,0.41,2.3,0.088,16.0,0.9988,3.09,0.8,9.3,0
620,0.54,0.24,3.4,0.076,112.0,0.9976,3.27,0.61,9.4,0
621,0.56,0.23,3.4,0.078,104.0,0.9976,3.28,0.62,9.4,0
622,0.58,0.22,1.9,0.08,32.0,0.9974,3.13,0.55,9.5,0
623,0.51,0.25,2.9,0.077,45.0,0.9974,3.49,0.96,12.1,1
626,0.6,0.29,2.2,0.098,15.0,0.9988,3.36,0.49,9.1,0
628,0.54,0.26,2.5,0.0969999999999999,31.0,0.9976,3.27,0.6,9.3,1
629,0.685,0.23,2.3,0.111,84.0,0.9964,3.21,0.61,9.3,0
631,0.28,0.54,2.7,0.105,19.0,0.9988,3.25,0.63,9.5,0
632,0.41,0.14,3.0,0.087,43.0,0.9964,3.32,0.57,10.5,1
633,0.935,0.22,3.4,0.105,86.0,1.001,3.43,0.64,11.3,0
634,0.35,0.21,1.9,0.073,102.0,0.9964,3.27,0.58,9.5,0
635,0.84,0.0,1.4,0.065,33.0,0.9954,3.27,0.55,9.7,0
640,0.54,0.45,2.3,0.071,40.0,0.9991,3.39,0.62,9.4,0
641,0.59,0.44,2.3,0.071,68.0,0.9992,3.46,0.63,9.5,0
646,0.67,0.05,3.6,0.107,20.0,0.9972,3.4,0.63,10.1,0
647,0.845,0.01,2.2,0.07,14.0,0.9967,3.32,0.58,11.0,0
648,0.48,0.3,2.8,0.066,28.0,0.9964,3.33,0.67,11.2,1
653,0.33,0.59,2.8,0.079,30.0,0.9976,3.12,0.54,12.0,1
654,0.47,0.47,2.4,0.074,29.0,0.9979,3.08,0.46,9.5,0
655,0.55,0.17,2.9,0.087,53.0,1.0004,3.14,0.61,9.4,0
658,0.52,0.07,1.4,0.074,20.0,0.9973,3.32,0.81,9.6,1
661,0.42,0.31,1.6,0.08,42.0,0.9978,3.31,0.64,9.0,0
662,0.57,0.06,1.6,0.076,27.0,0.9972,3.36,0.7,9.6,1
663,0.28,0.46,1.8,0.05,13.0,0.9974,3.04,0.79,10.2,1
664,0.4,0.52,2.0,0.092,54.0,1.0,3.03,0.66,10.2,0
665,0.59,0.14,2.0,0.084,48.0,0.9981,3.14,0.56,9.7,0
667,0.34,0.45,2.0,0.0819999999999999,15.0,0.9988,2.94,0.66,9.2,1
668,0.73,0.43,2.3,0.059,31.0,0.9966,3.15,0.57,11.0,0
670,0.4,0.24,2.5,0.083,45.0,0.9959,3.26,0.58,10.0,0
671,0.73,0.21,1.7,0.074,13.0,0.9968,3.2,0.52,9.5,0
674,0.4,0.41,2.2,0.084,17.0,0.9984,3.08,0.67,9.3,1
675,0.41,0.39,2.2,0.064,31.0,0.9984,3.26,0.65,10.2,0
677,0.8,0.11,2.3,0.084,31.0,0.9979,3.4,0.48,9.9,0
678,0.78,0.1,2.6,0.081,87.0,0.9983,3.48,0.53,10.0,0
679,0.26,0.45,3.3,0.06,49.0,0.9972,3.13,0.54,9.6,0
680,0.43,0.58,1.9,0.07,40.0,1.0004,3.06,0.49,9.0,0
681,0.45,0.23,2.2,0.094,29.0,0.9962,3.21,0.49,10.2,1
682,0.46,0.31,2.25,0.078,58.0,0.998,3.33,0.54,9.8,0
683,0.78,0.23,2.6,0.059,15.0,0.997,3.37,0.56,11.3,0
686,0.65,0.18,1.8,0.07,40.0,0.997,3.44,0.6,9.1,0
687,0.64,0.23,3.1,0.095,38.0,0.9998,3.28,0.59,9.7,0
688,0.66,0.04,1.6,0.039,9.0,0.9962,3.4,0.47,9.4,0
691,0.92,0.24,2.6,0.087,93.0,0.9998,3.48,0.54,9.8,0
693,0.48,0.32,2.8,0.084,122.0,0.9984,3.32,0.62,9.4,0
696,0.65,0.02,2.1,0.066,25.0,0.9972,3.47,0.67,9.5,1
698,0.615,0.28,3.2,0.087,72.0,1.0001,3.31,0.53,9.7,0
699,0.38,0.55,2.1,0.071,19.0,0.9986,3.11,0.62,10.8,1
702,0.64,0.02,2.1,0.067,23.0,0.997,3.47,0.67,9.4,1
703,0.38,0.48,2.6,0.073,84.0,0.9972,3.32,0.7,9.6,0
704,0.765,0.04,1.6,0.078,14.0,0.998,3.29,0.54,9.7,0
706,0.78,0.08,2.0,0.093,19.0,0.9956,3.4,0.47,10.0,0
707,0.49,0.19,3.0,0.077,37.0,0.9966,3.37,0.51,10.5,0
708,0.545,0.12,2.5,0.068,35.0,0.996,3.34,0.61,11.6,1
709,0.31,0.47,1.6,0.062,33.0,0.9983,3.27,0.66,10.0,1
711,0.565,0.34,3.0,0.093,112.0,0.9998,3.38,0.61,9.5,0
712,0.69,0.0,3.2,0.084,33.0,0.9992,3.36,0.45,9.4,0
713,0.43,0.36,2.3,0.075,48.0,0.9976,3.34,0.46,9.4,0
714,0.74,0.28,2.6,0.078,77.0,0.998,3.28,0.51,9.8,0
715,0.49,0.18,2.7,0.069,34.0,0.9967,3.29,0.48,9.2,1
717,0.46,0.11,2.6,0.079,49.0,0.9968,3.21,0.57,10.0,0
718,0.56,0.04,2.0,0.0819999999999999,22.0,0.9976,3.22,0.44,9.6,0
721,0.48,0.24,2.85,0.094,106.0,0.9982,3.1,0.53,9.2,0
722,0.42,0.08,2.7,0.084,48.0,0.9968,3.21,0.59,10.0,0
725,0.66,0.17,3.0,0.077,13.0,0.9976,3.29,0.55,10.4,0
726,0.72,0.09,2.8,0.084,49.0,0.9994,3.43,0.72,11.1,1
727,0.57,0.02,1.8,0.067,11.0,0.997,3.46,0.68,9.5,0
729,0.865,0.03,3.2,0.071,58.0,0.995,3.61,0.49,12.7,1
731,0.875,0.13,3.45,0.088,14.0,0.9994,3.44,0.52,11.5,0
732,0.835,0.03,2.1,0.092,19.0,0.9966,3.39,0.47,9.6,0
733,0.45,0.34,2.7,0.0819999999999999,72.0,0.998,3.55,0.6,9.5,0
734,0.56,0.2,2.0,0.075,39.0,0.9987,3.48,0.62,9.3,0
735,0.965,0.1,2.1,0.1119999999999999,22.0,0.9963,3.26,0.5,9.5,0
737,0.59,0.0,2.5,0.093,58.0,1.0002,3.5,0.65,9.3,1
738,0.46,0.23,2.8,0.092,104.0,0.9983,3.1,0.56,9.2,0
739,0.69,0.0,2.4,0.088,38.0,0.999,3.35,0.6,9.3,0
742,0.615,0.0,1.9,0.065,18.0,0.9972,3.46,0.65,9.2,0
743,0.41,0.58,2.8,0.096,101.0,1.00024,3.13,0.53,10.0,0
744,0.39,0.54,2.7,0.095,101.0,1.0001,3.13,0.51,9.5,0
745,0.51,0.18,2.1,0.07,28.0,0.99768,3.52,0.73,9.5,1
746,0.34,0.38,2.5,0.08,57.0,0.9978,3.3,0.47,9.0,1
747,0.33,0.4,2.6,0.083,68.0,0.99782,3.3,0.48,9.4,0
748,0.5,0.18,2.1,0.071,31.0,0.99761,3.52,0.72,9.6,1
750,0.65,0.1,2.9,0.089,40.0,0.99803,3.29,0.55,9.5,0
752,0.54,0.13,2.5,0.0969999999999999,66.0,0.99785,3.39,0.61,9.4,0
755,0.91,0.07,1.9,0.0579999999999999,47.0,0.99525,3.51,0.43,10.7,1
756,0.98,0.01,2.0,0.057,33.0,0.99488,3.6,0.46,11.2,1
757,0.87,0.0,2.2,0.084,31.0,0.99656,3.25,0.5,9.8,0
759,0.42,0.21,2.5,0.092,88.0,0.99823,3.19,0.52,9.2,0
760,0.58,0.25,2.8,0.075,104.0,0.99779,3.23,0.57,9.7,0
761,0.655,0.26,2.0,0.096,35.0,0.99738,3.25,0.42,9.6,0
762,0.7,0.0,1.7,0.069,19.0,0.99701,3.31,0.53,10.0,1
764,0.68,0.11,2.8,0.093,44.0,0.99888,3.31,0.55,9.5,1
765,0.67,0.1,3.0,0.091,48.0,0.99888,3.31,0.54,9.5,1
766,0.59,0.18,2.9,0.089,74.0,0.99738,3.14,0.54,9.4,0
767,0.6,0.32,2.7,0.103,98.0,0.99938,3.45,0.62,9.5,0
768,0.59,0.02,2.3,0.0819999999999999,94.0,0.99744,3.55,0.53,9.7,1
769,0.72,0.01,1.9,0.076,32.0,0.99668,3.39,0.54,9.6,0
775,1.0,0.0,3.0,0.102,16.0,0.99586,3.43,0.46,10.0,0
778,0.43,0.3,3.4,0.079,34.0,0.99788,3.36,0.61,10.5,0
779,0.52,0.03,2.6,0.076,92.0,0.99745,3.5,0.6,9.8,0
781,0.46,0.14,2.4,0.114,37.0,0.99732,3.66,0.65,9.8,0
782,0.82,0.05,2.4,0.081,96.0,0.99814,3.36,0.53,10.0,0
784,0.59,0.01,2.5,0.077,85.0,0.99746,3.55,0.59,9.8,0
785,0.35,0.41,2.3,0.083,61.0,0.9982,3.21,0.5,9.5,0
787,0.56,0.24,2.2,0.079,58.0,0.9991,3.18,0.56,10.1,1
789,0.63,0.17,2.9,0.099,119.0,0.998,3.09,0.52,9.3,0
790,0.37,0.43,2.6,0.0819999999999999,82.0,0.99708,3.33,0.68,9.7,1
792,0.61,0.02,2.5,0.081,87.0,0.99745,3.48,0.6,9.7,1
793,0.6,0.0,2.6,0.055,13.0,0.99639,3.38,0.56,10.8,0
794,0.27,0.54,2.3,0.065,26.0,0.99531,3.17,0.53,12.5,1
798,0.5,0.34,3.6,0.0819999999999999,14.0,0.9987,3.29,0.52,10.7,1
801,0.55,0.09,3.3,0.068,17.0,0.99735,3.23,0.44,10.0,0
802,0.585,0.0,1.7,0.044,86.0,0.99264,3.56,0.94,12.9,1
803,0.56,0.08,2.5,0.114,46.0,0.9971,3.24,0.66,9.6,1
804,0.52,0.22,2.7,0.084,18.0,0.99682,3.26,0.57,9.9,1
805,0.28,0.4,2.4,0.052,10.0,0.99356,3.33,0.7,12.8,1
806,0.25,0.39,2.0,0.0409999999999999,10.0,0.99386,3.27,0.71,12.5,1
809,0.48,0.31,2.8,0.07,15.0,0.99693,3.22,0.55,10.3,1
810,0.49,0.1,2.6,0.068,14.0,0.99562,3.3,0.47,10.5,0
811,0.5,0.55,2.8,0.072,24.0,1.00012,3.09,0.68,10.9,1
812,0.45,0.33,2.5,0.099,38.0,0.99818,3.24,0.71,10.8,0
813,0.39,0.24,2.1,0.102,7.0,0.99462,3.44,0.58,11.4,0
814,0.41,0.54,2.8,0.103,41.0,0.99939,3.21,0.76,11.3,1
816,0.51,0.19,3.2,0.081,30.0,0.9984,3.23,0.58,10.5,1
817,0.29,0.42,1.6,0.084,27.0,0.99545,3.28,0.73,11.9,1
818,0.715,0.0,2.35,0.071,47.0,0.99632,3.29,0.45,9.4,0
819,0.66,0.15,3.2,0.0969999999999999,59.0,0.99976,3.28,0.54,9.6,0
820,0.685,0.0,1.9,0.099,22.0,0.99606,3.34,0.6,9.7,0
822,0.54,0.13,2.0,0.076,36.0,0.9973,3.61,0.64,9.8,0
824,0.48,0.28,2.8,0.068,16.0,0.99682,3.24,0.53,10.3,0
825,0.46,0.14,2.8,0.076,37.0,0.99624,3.36,0.49,10.7,0
826,0.27,0.34,2.3,0.05,8.0,0.9951,3.4,0.64,11.0,1
828,0.57,0.09,2.3,0.065,45.0,0.99417,3.46,0.74,12.7,1
829,0.61,0.08,2.1,0.071,24.0,0.99376,3.56,0.77,11.1,1
830,0.685,0.07,2.5,0.0579999999999999,9.0,0.99632,3.38,0.55,10.9,0
834,0.685,0.26,1.6,0.088,23.0,0.99694,3.32,0.47,9.4,0
835,0.665,0.1,1.5,0.066,55.0,0.99655,3.39,0.51,9.3,0
838,0.31,0.35,1.6,0.075,28.0,0.99672,3.24,0.83,11.2,1
839,0.5,0.04,2.2,0.092,26.0,0.99647,3.46,0.47,10.0,0
840,0.42,0.47,2.65,0.085,34.0,0.99736,3.24,0.77,12.1,1
841,0.66,0.0,3.0,0.115,31.0,0.99629,3.45,0.63,10.3,0
842,0.5,0.45,2.6,0.119,68.0,0.99708,3.23,0.72,10.9,1
843,0.685,0.35,2.0,0.088,92.0,0.9963,3.28,0.62,9.4,0
844,0.25,0.46,1.7,0.062,42.0,0.9959,3.18,0.83,10.6,1
845,0.64,0.21,1.8,0.081,31.0,0.99689,3.59,0.66,9.8,0
847,0.68,0.16,1.8,0.078,39.0,0.9977,3.5,0.7,9.9,1
849,0.63,0.21,1.6,0.08,32.0,0.99689,3.58,0.66,9.8,0
850,0.43,0.44,1.9,0.085,22.0,0.99708,3.28,0.55,9.5,0
853,0.36,0.39,1.5,0.08,55.0,0.99652,3.47,0.73,10.9,1
855,0.735,0.02,2.5,0.071,14.0,0.99538,3.51,0.71,11.7,1
857,0.26,0.34,2.5,0.073,47.0,0.99594,3.4,0.78,11.3,1
858,0.28,0.47,1.7,0.054,32.0,0.99686,3.15,0.67,10.6,1
859,0.56,0.22,1.8,0.074,24.0,0.99438,3.4,0.82,11.2,1
860,0.62,0.06,2.7,0.077,85.0,0.99746,3.51,0.54,9.5,0
861,1.01,0.66,2.0,0.039,88.0,0.99357,3.66,0.6,11.5,1
862,0.42,0.32,2.7,0.067,25.0,0.99628,3.24,0.44,10.4,0
863,0.62,0.06,2.5,0.078,84.0,0.99746,3.51,0.53,9.7,0
865,0.635,0.07,2.6,0.077,86.0,0.99748,3.51,0.54,9.7,0
866,0.49,0.22,2.3,0.071,24.0,0.99438,3.41,0.83,11.3,1
867,0.51,0.23,2.0,0.072,22.0,0.99438,3.4,0.84,11.2,1
869,0.63,0.03,2.0,0.08,43.0,0.99578,3.44,0.64,10.9,1
870,0.715,0.01,2.1,0.064,43.0,0.99371,3.41,0.57,11.8,1
871,0.56,0.03,1.5,0.086,46.0,0.99522,3.53,0.57,10.6,0
872,0.35,0.24,2.0,0.067,48.0,0.99576,3.43,0.54,10.0,0
873,0.21,0.37,1.6,0.067,10.0,0.99552,3.23,0.58,11.1,1
874,0.38,0.46,2.1,0.104,10.0,0.99664,3.12,0.65,11.8,1
875,0.31,0.4,2.8,0.109,16.0,0.99614,3.31,0.79,11.8,1
876,0.47,0.0,2.2,0.067,14.0,0.99517,3.4,0.58,10.9,0
879,0.6,0.04,2.5,0.076,88.0,0.99745,3.53,0.55,9.5,0
880,0.56,0.18,1.6,0.078,21.0,0.99576,3.15,0.49,9.9,0
881,0.715,0.0,2.1,0.068,35.0,0.99533,3.48,0.65,11.4,1
885,0.75,0.14,2.5,0.086,30.0,0.99824,3.34,0.64,10.5,0
886,0.8,0.12,2.4,0.083,28.0,0.99836,3.33,0.65,10.4,1
887,0.52,0.38,2.6,0.066,56.0,0.99577,3.15,0.79,12.1,1
888,0.57,0.0,2.5,0.072,64.0,0.99491,3.43,0.56,11.2,1
890,0.34,0.24,2.0,0.071,52.0,0.99576,3.44,0.58,10.1,0
891,0.66,0.03,2.3,0.078,86.0,0.99743,3.53,0.57,9.7,0
892,0.45,0.23,1.9,0.0819999999999999,18.0,0.99774,3.22,0.65,9.3,1
894,0.63,0.03,2.2,0.08,88.0,0.99745,3.53,0.58,9.8,1
895,0.59,0.01,2.3,0.08,43.0,0.9955,3.42,0.58,10.7,1
896,0.31,0.39,2.4,0.078,43.0,0.99444,3.31,0.77,12.5,1
900,0.31,0.36,2.6,0.0559999999999999,39.0,0.99562,3.4,0.69,11.8,0
901,0.635,0.1,2.4,0.08,33.0,0.99736,3.58,0.69,10.8,1
905,0.58,0.2,3.0,0.081,115.0,0.998,3.23,0.59,9.5,0
906,0.54,0.27,2.6,0.084,78.0,0.9964,3.39,0.71,11.0,0
907,0.56,0.0,2.2,0.079,9.0,0.9948,3.59,0.54,11.5,1
908,0.52,0.13,2.4,0.078,61.0,0.99528,3.43,0.59,10.8,1
909,0.305,0.39,1.2,0.059,11.0,0.99331,3.29,0.52,11.5,1
912,0.46,0.44,2.9,0.065,8.0,0.99674,3.33,0.62,12.2,1
915,0.315,0.4,2.2,0.079,6.0,0.99512,3.27,0.67,11.9,1
918,0.36,0.32,2.2,0.081,79.0,0.9964,3.3,0.72,11.0,1
919,0.62,0.12,1.8,0.072,46.0,0.99504,3.38,0.89,11.8,1
920,0.41,0.37,2.3,0.091,23.0,0.99786,3.24,0.56,10.5,0
924,0.47,0.27,2.3,0.055,28.0,0.99516,3.18,0.8,11.2,0
925,0.22,0.36,1.9,0.064,77.0,0.99604,3.47,0.87,11.0,1
926,0.24,0.33,2.3,0.061,73.0,0.99786,3.47,0.9,10.2,1
927,0.67,0.19,2.2,0.093,75.0,0.99736,3.2,0.59,9.2,0
929,0.33,0.38,3.3,0.063,19.0,0.99468,3.3,0.73,12.0,1
931,0.61,0.01,2.0,0.074,38.0,0.99748,3.48,0.65,9.8,0
932,0.4,0.29,1.9,0.078,66.0,0.9971,3.45,0.59,9.5,1
935,0.3,0.38,2.3,0.06,72.0,0.99543,3.39,0.72,11.8,1
937,0.63,0.5,1.4,0.071,26.0,0.99791,3.07,0.6,10.4,0
938,0.38,0.38,2.8,0.068,42.0,0.99356,3.34,0.72,12.9,1
939,0.46,0.17,1.6,0.073,11.0,0.99425,3.61,0.54,11.4,0
940,0.33,0.52,2.2,0.074,25.0,0.99509,3.36,0.76,12.4,1
942,0.43,0.4,2.6,0.092,52.0,0.99834,3.22,0.64,10.0,1
943,0.5,0.34,2.3,0.094,45.0,0.99864,3.24,0.6,9.7,1
945,0.44,0.42,2.0,0.071,20.0,0.99566,3.14,0.79,11.1,1
947,0.28,0.48,2.1,0.093,12.0,0.99408,3.26,0.62,12.4,1
948,0.12,0.45,1.8,0.075,21.0,0.99552,3.41,0.76,11.9,1
952,0.31,0.4,2.2,0.0579999999999999,10.0,0.99536,3.31,0.68,11.2,1
953,0.34,0.48,2.1,0.052,9.0,0.99458,3.2,0.69,12.1,1
954,0.43,0.4,2.7,0.0819999999999999,11.0,0.99538,3.44,0.54,12.2,1
955,0.21,0.52,1.9,0.09,23.0,0.99648,3.36,0.67,10.4,0
956,0.36,0.52,2.1,0.111,10.0,0.99568,3.31,0.62,11.3,1
957,0.37,0.52,2.0,0.088,51.0,0.99613,3.29,0.58,11.1,1
958,0.57,0.12,2.3,0.12,36.0,0.99519,3.47,0.71,11.3,1
959,0.59,0.05,2.0,0.089,32.0,0.99735,3.36,0.61,10.0,0
960,0.47,0.27,1.9,0.0579999999999999,38.0,0.99518,3.16,0.85,11.1,1
961,0.56,0.14,1.6,0.078,18.0,0.99592,3.27,0.62,9.3,0
962,0.57,0.02,2.1,0.115,16.0,0.99654,3.38,0.69,9.5,0
963,0.27,0.39,2.0,0.1,27.0,0.99546,3.15,0.69,11.2,1
965,0.34,0.4,2.4,0.065,48.0,0.99554,3.34,0.86,11.0,1
966,0.38,0.41,2.4,0.103,10.0,0.99604,3.13,0.58,11.9,1
967,0.66,0.2,2.1,0.0969999999999999,113.0,0.99733,3.13,0.48,9.2,0
968,0.4,0.43,2.4,0.068,46.0,0.9943,3.2,0.6,12.2,1
969,0.56,0.09,2.9,0.079,22.0,0.99669,3.46,0.61,10.2,0
970,0.26,0.48,1.9,0.066,10.0,0.99724,3.33,0.87,10.9,1
972,0.38,0.5,2.4,0.104,13.0,0.99643,3.22,0.65,11.6,1
973,0.34,0.44,1.7,0.079,12.0,0.99605,3.52,0.63,10.7,0
975,0.41,0.3,2.1,0.083,72.0,0.997,3.44,0.52,9.4,0
977,0.59,0.29,2.6,0.109,119.0,0.99801,3.15,0.5,9.1,0
978,0.4,0.32,3.6,0.061,29.0,0.99416,3.28,0.49,11.3,1
979,0.45,0.49,1.4,0.075,6.0,0.9969,3.13,0.63,10.4,0
980,0.5,0.3,1.9,0.065,17.0,0.99774,3.32,0.71,10.5,1
981,0.86,0.26,1.9,0.079,28.0,0.99712,3.25,0.62,10.0,0
982,0.52,0.32,2.1,0.07,70.0,0.99418,3.34,0.82,12.9,1
985,0.58,0.0,2.0,0.064,11.0,0.99562,3.45,0.58,11.3,1
986,0.34,0.39,1.4,0.066,7.0,0.9947,3.19,0.55,11.4,1
987,0.36,0.3,1.6,0.08,70.0,0.99693,3.44,0.5,9.4,0
988,0.39,0.12,1.7,0.0969999999999999,27.0,0.99596,3.16,0.49,9.4,0
989,0.295,0.4,1.5,0.073,21.0,0.99556,3.14,0.51,10.9,1
991,0.34,0.28,2.0,0.0819999999999999,68.0,0.99694,3.45,0.48,9.4,0
992,0.4,0.1,2.0,0.076,47.0,0.99554,3.36,0.48,9.4,1
994,0.35,0.45,2.5,0.092,88.0,0.99918,3.15,0.43,9.4,0
995,0.6,0.06,2.0,0.079,41.0,0.99697,3.39,0.62,10.1,1
998,0.84,0.34,1.4,0.05,10.0,0.99554,3.12,0.48,9.1,1
1000,0.43,0.3,2.2,0.062,12.0,0.99495,3.44,0.72,11.5,1
1001,0.35,0.38,1.5,0.0579999999999999,47.0,0.99676,3.26,0.82,10.6,1
1002,0.29,0.33,2.05,0.063,27.0,0.99516,3.26,0.84,11.7,1
1003,0.36,0.32,1.8,0.067,8.0,0.9928,3.36,0.55,12.8,1
1004,0.43,0.29,1.6,0.081,45.0,0.99603,3.25,0.54,10.3,0
1007,0.3,0.34,2.0,0.064,25.0,0.99516,3.26,0.84,11.7,1
1008,0.35,0.4,3.6,0.11,24.0,0.99549,3.23,0.7,12.0,1
1009,0.5,0.36,2.8,0.1159999999999999,55.0,0.99722,3.18,0.68,10.9,0
1010,0.28,0.45,1.7,0.067,12.0,0.99354,3.25,0.55,12.3,1
1011,0.32,0.31,2.0,0.088,19.0,0.9957,3.17,0.55,10.4,1
1012,1.005,0.15,2.1,0.102,32.0,0.99604,3.23,0.48,10.0,0
1013,0.71,0.0,1.6,0.092,31.0,0.99635,3.38,0.58,10.0,1
1014,0.58,0.16,2.0,0.12,7.0,0.99454,3.22,0.58,11.2,1
1015,0.39,0.46,2.2,0.075,27.0,0.99598,3.06,0.84,11.4,1
1016,0.38,0.4,2.2,0.068,28.0,0.99486,3.27,0.75,12.6,1
1019,0.5,0.14,1.8,0.078,23.0,0.99636,3.53,0.61,10.4,0
1022,0.51,0.09,2.1,0.062,9.0,0.99584,3.35,0.54,10.5,0
1023,0.32,0.42,2.3,0.098,9.0,0.99506,3.27,0.55,12.3,1
1024,0.58,0.01,1.8,0.088,18.0,0.99568,3.32,0.56,10.5,1
1025,0.83,0.0,2.8,0.095,43.0,0.99822,3.33,0.6,10.4,1
1026,0.31,0.32,1.9,0.066,36.0,0.99364,3.41,0.56,12.6,1
1027,0.795,0.0,2.2,0.065,52.0,0.99378,3.49,0.52,11.6,0
